,id,Generic_Name,SMILES,ATC
1641,DB01234,Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,R01
1650,DB01235,Levodopa,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,N04
1651,DB01236,Sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,N01
1652,DB01237,Bromodiphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=C(Br)C=C1,R06
1653,DB01238,Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,N05
1654,DB01239,Chlorprothixene,CN(C)CC\C=C1\C2=CC=CC=C2SC2=CC=C(Cl)C=C12,N05
1655,DB01240,Epoprostenol,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])C\C(O2)=C\CCCC(O)=O,B01
1656,DB01241,Gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,C10
1657,DB01242,Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,N06
1659,DB01244,Bepridil,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,C08
1660,DB01246,Alimemazine,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,R06
1661,DB01247,Isocarboxazid,CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1,N06
1662,DB01248,Docetaxel,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1,L01
1663,DB01249,Iodixanol,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,V08
1664,DB01250,Olsalazine,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O,A07
1665,DB01253,Ergometrine,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,G02
1666,DB01254,Dasatinib,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,L01
1667,DB01255,Lisdexamfetamine,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN,N06
1668,DB01256,Retapamulin,[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@H]1C[C@@H]2CC[C@H](C1)N2C,D06
1669,DB09026,Aliskiren,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,C09
1672,DB01259,Lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,L01
1674,DB01260,Desonide,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,S01
1676,DB01262,Decitabine,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,L01
1677,DB01263,Posaconazole,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1,J02
1678,DB01264,Darunavir,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,J05
1680,DB01265,Telbivudine,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,J05
1681,DB01267,Paliperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,N05
1682,DB01268,Sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,L01
1684,DB01273,Varenicline,C1C2CNCC1C1=C2C=C2N=CC=NC2=C1,N07
1685,DB01275,Hydralazine,NNC1=NN=CC2=CC=CC=C12,C02
1686,DB01280,Nelarabine,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,L01
1687,DB01282,Carbetocin,[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,H01
1688,DB01283,Lumiracoxib,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,M01
1689,DB01284,Tetracosactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,H01
1690,DB01288,Fenoterol,CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1,R03
1692,DB01291,Pirbuterol,CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1,R03
1693,DB01295,Bevantolol,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1,C07
1694,DB01296,Glucosamine,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,M01
1695,DB01297,Practolol,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,C07
1696,DB01298,Sulfacytine,CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O,G01
1697,DB01299,Sulfadoxine,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC,P01
1699,DB01301,Rolitetracycline,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCCC1)=C(O)[C@H]2N(C)C,J01
1700,DB01303,Oxtriphylline,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,R03
1701,DB01319,Fosamprenavir,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,J05
1702,DB01320,Fosphenytoin,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,N03
1703,DB01321,Josamycin,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O,J01
1704,DB01324,Polythiazide,CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,C03
1706,DB01325,Quinethazone,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,G01
1708,DB01326,Cefamandole,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,J01
1709,DB01327,Cefazolin,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,J01
1710,DB01328,Cefonicid,[H][C@]12SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,J01
1711,DB01329,Cefoperazone,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=C(O)C=C1)C(O)=O,J01
1712,DB01330,Cefotetan,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O,J01
1713,DB01331,Cefoxitin,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)CC1=CC=CS1)OC)C(O)=O,J01
1714,DB01332,Ceftizoxime,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,J01
1715,DB01333,Cefradine,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CCC=CC1)C(O)=O,J01
1716,DB01337,Pancuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,M03
1717,DB01338,Pipecuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1,M03
1718,DB01339,Vecuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,M03
1719,DB01340,Cilazapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,C09
1720,DB01348,Spirapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2,C09
1721,DB01349,Tasosartan,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1,C09
1722,DB01351,Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,N05
1723,DB01352,Aprobarbital,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,N05
1724,DB01353,Butobarbital,CCCCC1(CC)C(=O)NC(=O)NC1=O,N05
1725,DB01354,Heptabarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,N05
1726,DB01355,Hexobarbital,CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1,N01
1728,DB01359,Penbutolol,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,C07
1729,DB13179,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,J01
1731,DB01362,Iohexol,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,V08
1732,DB01364,Ephedrine,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,S01
1737,DB01365,Mephentermine,CNC(C)(C)CC1=CC=CC=C1,C01
1738,DB01366,Procaterol,CC[C@@H](NC(C)C)[C@@H](O)C1=CC=C(O)C2=C1C=CC(=O)N2,R03
1739,DB01367,Rasagiline,C#CCN[C@@H]1CCC2=CC=CC=C12,N04
1740,DB01373,Calcium,[Ca],M05
1742,DB01377,Magnesium oxide,[O--].[Mg++],A02
1745,DB01384,Paramethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,H02
1746,DB01388,Mibefradil,COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,C08
1747,DB01390,Sodium bicarbonate,[Na+].OC([O-])=O,B05
1748,DB01392,Yohimbine,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,G04
1749,DB01393,Bezafibrate,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,C10
1752,DB01394,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O,M04
1753,DB01395,Drospirenone,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,G03
1754,DB01396,Digitoxin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,C01
1755,DB01399,Salsalate,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,N02
1756,DB01400,Neostigmine,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,N07
1758,DB01403,Methotrimeprazine,COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1,N05
1759,DB01405,Temafloxacin,CC1CN(CCN1)C1=C(F)C=C2C(=O)C(=CN(C2=C1)C1=C(F)C=C(F)C=C1)C(O)=O,J01
1760,DB01406,Danazol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,G03
1761,DB01407,Clenbuterol,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,R03
1762,DB01408,Bambuterol,CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,R03
1763,DB01409,Tiotropium,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,R03
1764,DB01410,Ciclesonide,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C,R03
1766,DB01411,Pranlukast,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,R03
1767,DB01412,Theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,C03
1769,DB01413,Cefepime,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,J01
1770,DB01414,Cefacetrile,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC#N)C(O)=O,J01
1771,DB01415,Ceftibuten,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O,J01
1772,DB01416,Cefpodoxime,[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,J01
1773,DB01418,Acenocoumarol,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O,B01
1774,DB01421,Paromomycin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,A07
1775,DB01422,Nitroxoline,OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O,J01
1776,DB01423,Stepronin,CC(SC(=O)C1=CC=CS1)C(=O)NCC(O)=O,R05
1777,DB01424,Aminophenazone,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,N02
1778,DB01425,Alizapride,COC1=CC2=NNN=C2C=C1C(=O)NCC1CCCN1CC=C,A03
1779,DB01426,Ajmaline,[H][C@]12C[C@]34[C@H](O)C1[C@@]1([H])C[C@]([H])(N2[C@H](O)[C@H]1CC)[C@]3([H])N(C)C1=CC=CC=C41,C01
1780,DB01427,Amrinone,NC1=CC(=CNC1=O)C1=CC=NC=C1,C01
1781,DB01429,Aprindine,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1,C01
1782,DB01430,Almitrine,FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1,R07
1783,DB01431,Allylestrenol,[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],G03
1784,DB01435,Antipyrine,CN1N(C(=O)C=C1C)C1=CC=CC=C1,N02
1786,DB01436,Alfacalcidol,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,A11
1788,DB01437,Glutethimide,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,N05
1789,DB01438,Phenazopyridine,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,G04
1790,DB01452,Diamorphine,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,N07
1791,DB01459,Bezitramide,CCC(=O)N1C(=O)N(C2CCN(CCC(C#N)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C2=CC=CC=C12,N02
1792,DB01463,Fencamfamin,CCNC1C2CCC(C2)C1C1=CC=CC=C1,N06
1793,DB01466,Ethylmorphine,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,S01
1795,DB01482,Fenethylline,CC(CC1=CC=CC=C1)NCCN1C=NC2=C1C(=O)N(C)C(=O)N2C,N06
1796,DB01483,Barbital,CCC1(CC)C(=O)NC(=O)NC1=O,N05
1797,DB01486,Cathine,C[C@H](N)[C@@H](O)C1=CC=CC=C1,A08
1798,DB01489,Camazepam,CN(C)C(=O)OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N(C)C1=O,N05
1799,DB01493,Ethylestrenol,[H][C@@]12CC[C@@](O)(CC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],A14
1800,DB01495,Dichloralphenazone,OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl.CN1N(C(=O)C=C1C)C1=CC=CC=C1,N05
1801,DB01501,Difenoxin,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,A07
1802,DB01529,Dextromoramide,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,N02
1803,DB01534,Chlorhexadol,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,N05
1804,DB01538,Acetyldihydrocodeine,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2OC(C)=O,R05
1805,DB01544,Flunitrazepam,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,N05
1806,DB01545,Ethyl loflazepate,CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,N05
1807,DB01551,Dihydrocodeine,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC,N02
1808,DB01553,Cloxazolam,ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,N05
1809,DB01558,Bromazepam,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,N05
1810,DB01559,Clotiazepam,CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,N05
1811,DB01563,Chloral hydrate,OC(O)C(Cl)(Cl)Cl,N05
1812,DB01567,Fludiazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,N05
1813,DB01574,Attapulgite,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Al+3].[Si+4].[Si+4].[Si+4].[Si+4].[O-][H].[H]O[H].[H]O[H].[H]O[H].[H]O[H],A07
1814,DB01575,Kaolin,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],A07
1815,DB01576,Dextroamphetamine,C[C@H](N)CC1=CC=CC=C1,N06
1816,DB01577,Metamfetamine,CN[C@@H](C)CC1=CC=CC=C1,N06
1817,DB01578,Metrizamide,CN(C(C)=O)C1=C(I)C(C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)=C(I)C(NC(C)=O)=C1I,V08
1818,DB01580,Oxprenolol,CC(C)NCC(O)COC1=CC=CC=C1OCC=C,C07
1819,DB01581,Sulfamerazine,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,J01
1822,DB01582,Sulfamethazine,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,J01
1824,DB01586,Ursodeoxycholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,A05
1825,DB01587,Ketazolam,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1,N05
1826,DB01588,Prazepam,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1,N05
1827,DB01589,Quazepam,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,N05
1828,DB01590,Everolimus,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,L01
1830,DB01591,Solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,G04
1831,DB01592,Iron,[Fe],B03
1833,DB01593,Zinc,[Zn],C05
1834,DB01594,Cinolazepam,OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O,N05
1835,DB01595,Nitrazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,N05
1836,DB01597,Cilastatin,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O,J01
1837,DB01598,Imipenem,[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,J01
1838,DB01599,Probucol,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,C10
1839,DB01600,Tiaprofenic acid,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,M01
1840,DB01601,Lopinavir,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,J05
1841,DB01602,Bacampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC,J01
1842,DB01603,Meticillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O,J01
1843,DB01604,Pivampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,J01
1844,DB01605,Pivmecillinam,[H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1,J01
1845,DB01606,Tazobactam,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,J01
1846,DB01607,Ticarcillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O,J01
1847,DB01608,Periciazine,OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1,N05
1848,DB01609,Deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,V03
1849,DB01610,Valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,J05
1850,DB01611,Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,P01
1851,DB01612,Amyl Nitrite,CCCCCON=O,V03
1852,DB01613,Erythrityl tetranitrate,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,C01
1853,DB01614,Acepromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O,N05
1854,DB01616,Alverine,CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1,A03
1855,DB01618,Molindone,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,N05
